,Brands,Title,price,Main_Price,Percent_Price_Reduction_in_%,Ratings,Number_of_Reviewer
1839,Itel,"Itel 5626 - 2.8"" S",11350,12000,5,4.8,5
1840,Infinix,Infinix Hot 11 Pla,77300,85000,9,4.8,5
1841,Nokia,"Nokia 5310, MicroS",21999,25000,12,4.3,5
1842,Tecno,Tecno T528 - Featu,13099,13500,3,4,19
1843,Nokia,Nokia 2700 Classic,7200,85001,15,4,19
1844,Nokia,Nokia E63 2.3-inch,11600,22549,49,3.4,13
1845,Apple,Apple Refurbished ,115000,190000,39,3.4,13
1846,Nokia,Nokia 215 4G Dual ,8600,24000,64,2.3,5
1847,Itel,Itel It2173 Wirele,6800,70003,3,3,5
1848,Infinix,Infinix Hot 11 Pla,83999,120000,30,3,5
1849,Nokia,Nokia C2-05 GSM Ch,10500,20000,48,3,5
1850,Itel,Itel It2160 Wirele,7100,80001,11,3.5,5
1851,Tecno,Tecno POP 5 Go (BD,27890,62890,56,3.5,5
1852,Tecno,"Tecno T529,  2.8 L",12199,14000,13,5,5
1853,Nokia,Nokia C5-03 3.2-in,12800,22500,43,5,5
1854,Tecno,"Tecno Pop5(BD2p), ",46199,60000,23,5,5
1855,Nokia,Nokia C10(TA-1342 ,42700,43800,3,5,5
1856,Nokia,Nokia 2700c 2700 C,6800,90002,24,5,5
1857,Nokia,Nokia C5-00 5MP - ,10400,15000,31,5,5
1858,Nokia,Nokia 210 Dual SIM,14500,18000,19,5,5
1859,Nokia,Nokia New 105 DUAL,9199,95003,3,4.3,46
1860,Phone,Phone Tripod Stand,11500,95003,3,4.3,46
1861,Samsung,Samsung Galaxy Not,180000,95003,3,4.3,46
1862,UMIDIGI,UMIDIGI BISON X10 ,85900,140500,39,4.3,46
1863,Anica,Anica T8 1.54 Inch,17549,35097,50,4.3,46
1864,Imose,Imose Waka Is,7500,35097,50,4.3,46
1865,Imose,Imose Padi+,7500,35097,50,5,5
1866,Imose,Imose Sabi 1 Dual ,5500,35097,50,5,5
1867,Bontel,Bontel TV Touch- 3,11900,15200,22,4,248
1868,Huawei,Huawei GSM SIM Car,12000,20000,40,4,248
1869,Bontel,Bontel L2-Slim Met,11000,13700,20,3.9,39
1870,Imose,Imose Sabi II Dual,8500,13700,20,3.9,39
1871,Bontel,Bontel L1-Super Sl,10500,12398,15,4,20
1872,Tecno,Tecno CAMON 18 (CH,106000,12398,15,4,20
1873,Itel,Itel 2173- Faceboo,6700,90002,26,3.4,21
1874,Itel,"Itel 6350 2.8"" Scr",13990,16000,13,3.4,21
1875,Nokia,"Nokia 105,Dual Sim",9000,11000,18,3.4,21
1876,Itel,"Itel P15 5.0"" HD S",30600,30790,1,4.4,28
1877,Apple,Apple Refurbished ,54000,90000,40,4.4,28
1878,Apple,Apple IPhone 12 Pr,549000,650000,16,4.4,28
1879,Nokia,Nokia XpressMusic ,9200,19200,52,4.7,5
1880,Tecno,"Tecno T528, 50days",13300,15000,11,5,5
1881,Apple,Apple Refurbished ,73000,90000,19,5,5
1882,Samsung,Samsung Galaxy S9 ,115999,200000,42,4,5
1883,Gionee,"Gionee M12, 6.55-I",72890,95990,24,4,5
1884,Tecno,Tecno Spark 7p (KF,76990,79990,4,4.5,36
1885,Nokia,Nokia Phone 6303 C,1080010900,15000,28,3.5,5
1886,Infinix,Infinix Hot 10 Pla,75990,79750,5,4.8,10
1887,Itel,"Itel 5626 - 2.8"" S",11350,12000,5,4.8,5
1888,Infinix,Infinix Hot 11 Pla,77300,85000,9,4.8,5
1889,Tecno,Tecno T528 - Featu,13099,13500,3,4,19
1890,Nokia,"Nokia 5310, MicroS",21999,25000,12,4.3,5
1891,Nokia,Nokia 2700 Classic,7200,85001,15,4.3,5
1892,Nokia,Nokia E63 2.3-inch,11600,22549,49,3.4,13
1893,Nokia,Nokia 215 4G Dual ,8600,24000,64,2.3,5
1894,Apple,Apple Refurbished ,115000,190000,39,2.3,5
1895,Itel,Itel It2173 Wirele,6800,70003,3,3,5
1896,Infinix,Infinix Hot 11 Pla,83999,120000,30,3,5
1897,Nokia,Nokia C2-05 GSM Ch,10500,20000,48,3,5
1898,Itel,Itel It2160 Wirele,7100,80001,11,3.5,5
1899,Tecno,Tecno POP 5 Go (BD,27890,62890,56,3.5,5
1900,Tecno,"Tecno T529,  2.8 L",12199,14000,13,5,5
1901,Nokia,Nokia C5-03 3.2-in,12800,22500,43,5,5
1902,Tecno,"Tecno Pop5(BD2p), ",46199,60000,23,5,5
1903,Nokia,Nokia 2700c 2700 C,6800,90002,24,5,5
1904,Nokia,Nokia C10(TA-1342 ,42700,43800,3,5,5
1905,Nokia,Nokia C5-00 5MP - ,10400,15000,31,5,5
1906,Nokia,Nokia New 105 DUAL,9199,95003,3,4.3,46
1907,Nokia,Nokia 210 Dual SIM,14500,18000,19,4.3,46
1908,Phone,Phone Tripod Stand,11500,18000,19,4.3,46
1909,Samsung,Samsung Galaxy Not,180000,18000,19,4.3,46
1910,UMIDIGI,UMIDIGI BISON X10 ,85900,140500,39,4.3,46
1911,Anica,Anica T8 1.54 Inch,17549,35097,50,4.3,46
1912,Imose,Imose Waka Is,7500,35097,50,4.3,46
1913,Imose,Imose Padi+,7500,35097,50,5,5
1914,Imose,Imose Sabi 1 Dual ,5500,35097,50,5,5
1915,Bontel,Bontel TV Touch- 3,11900,15200,22,4,248
1916,Bontel,Bontel L2-Slim Met,11000,13700,20,3.9,39
1917,Huawei,Huawei GSM SIM Car,12000,20000,40,3.9,39
1918,Imose,Imose Sabi II Dual,8500,20000,40,3.9,39
1919,Bontel,Bontel L1-Super Sl,10500,12398,15,4,20
1920,Flip,Flip Mobile Phone ,19900,28900,31,4,5
1921,Bontel,Bontel 7000+-1.77 ,8000,11500,30,4.1,12
1922,Siccoo,Siccoo M1- BT Dial,9450,12500,24,3.7,5
1923,Tecno,"Tecno Spark 8C,(KG",66999,75000,11,3.7,5
1924,Tecno,Tecno Pop5 Pro( BD,55300,65000,15,3.7,5
1925,Tecno,Tecno T301 Dual Si,7500,85001,12,3.7,5
1926,XIAOMI,"XIAOMI Redmi 10, 6",120000,85001,12,5,5
1927,Itel,Itel PrimeTab 1 (W,41999,50000,16,3.7,5
1928,Bontel,Bontel L1-Super Sl,10500,12398,15,4,20
1929,Nokia,Nokia 6300 (2020) ,8400,18500,55,4,20
1930,Infinix,Infinix Smart HD 2,38990,62890,38,4,20
1931,Oppo,Oppo A83 64GB + 4G,36999,60000,38,4,20
1932,Nokia,Nokia C5-03 3.2-in,13000,22800,43,3.9,12
1933,Nokia,"Nokia G20, 6.5"" HD",90000,22800,43,4,5
1934,Itel,Itel 2163 Wireless,5850,70001,16,4,5
1935,Nokia,Nokia 2720 Phone 2,14780,24000,38,2.5,5
1936,Tecno,Tecno Camon 17 (CG,108000,130000,17,4.7,11
1937,XIAOMI,XIAOMI Redmi Note ,175000,200000,13,4.7,11
1938,Infinix,Infinix Hot 11 Pla,76990,90000,14,4.7,11
1939,Oppo,Oppo A16K Midnight,86900,99900,13,4.7,11
1940,Nokia,Nokia C1 5.45-Inch,35990,35991,1,4.5,44
1941,Apple,Apple Iphone 7 Plu,175000,35991,1,4.5,44
1942,Itel,"Itel A14 4"" Screen",20990,22000,5,3.7,109
1943,Samsung,Samsung Galaxy S7 ,95000,22000,5,3.7,109
1944,Bontel,Bontel HONEY 1.54 ,11300,22000,5,3.4,5
1945,Tecno,Tecno POP 2F ( B1g,32850,35000,6,4.3,58
1946,Tecno,Tecno POP 2F 5.5-I,32500,38000,14,4.2,50
1947,UMIDIGI,UMIDIGI BISON X10 ,84900,139000,39,3,5
1948,Bontel,Bontel L400 Featur,5250,55005,5,4.4,24
1949,Apple,Apple Renewed ipro,54000,80000,33,4.4,24
1950,Nokia,Nokia 5310 XpressM,22990,24000,4,4,5
1951,Itel,Itel A58 6.6-Inch ,39300,445000,91,4,5
1952,Samsung,Samsung Galaxy A12,91100,110000,17,4,5
1953,HTC,HTC HTC -Android S,29799,89999,67,4,5
1954,Bontel,Bontel 106-1.77 In,5500,89999,67,4.1,103
1955,Nokia,Nokia 1110i 1100 C,5000,98004,49,3.6,14
1956,Itel,Itel 2160 Wireless,6200,75001,17,4.8,10
1957,Samsung,Samsung GALAXY NOT,529600,600000,12,5,5
1958,Tecno,Tecno Camon 17 (CG,89990,95000,5,4.3,24
1959,Apple,Apple Refurbished ,83000,140000,41,5,5
1960,Imose,Imose Waka Is,7500,140000,41,5,5
1961,Imose,Imose Sabi 1 Dual ,5500,140000,41,5,5
1962,Imose,Imose Sabi II Dual,8500,140000,41,5,5
1963,Bontel,Bontel L1-Super Sl,10500,12398,15,4,20
1964,Bontel,Bontel TV Touch- 3,11900,15200,22,4,248
1965,Imose,Imose Padi+,7500,15200,22,5,5
1966,Huawei,Huawei GSM SIM Car,12000,20000,40,5,5
1967,Bontel,Bontel L2-Slim Met,11000,13700,20,3.9,39
1968,Flip,Flip Mobile Phone ,19900,28900,31,4,5
1969,Bontel,Bontel 7000+-1.77 ,8000,11500,30,4.1,12
1970,Siccoo,Siccoo M1- BT Dial,9450,12500,24,3.7,5
1971,Tecno,"Tecno Spark 8C,(KG",66999,75000,11,3.7,5
1972,Tecno,Tecno Pop5 Pro( BD,55300,65000,15,3.7,5
1973,Tecno,Tecno T301 Dual Si,7500,85001,12,3.7,5
1974,XIAOMI,"XIAOMI Redmi 10, 6",120000,85001,12,5,5
1975,Itel,Itel PrimeTab 1 (W,41999,50000,16,3.7,5
1976,Bontel,Bontel L1-Super Sl,10500,12398,15,4,20
1977,Nokia,Nokia 6300 (2020) ,8400,18500,55,4,20
1978,Infinix,Infinix Smart HD 2,38990,62890,38,4,20
1979,Nokia,Nokia C5-03 3.2-in,13000,22800,43,3.9,12
1980,Oppo,Oppo A83 64GB + 4G,36999,60000,38,3.9,12
1981,Nokia,"Nokia G20, 6.5"" HD",90000,60000,38,4,5
1982,Nokia,Nokia 2720 Phone 2,14780,24000,38,2.5,5
1983,Itel,Itel 2163 Wireless,5850,70001,16,2.5,5
1984,Tecno,Tecno Camon 17 (CG,108000,130000,17,4.7,11
1985,XIAOMI,XIAOMI Redmi Note ,175000,200000,13,4.7,11
1986,Infinix,Infinix Hot 11 Pla,76990,90000,14,4.7,11
1987,Oppo,Oppo A16K Midnight,86900,99900,13,4.7,11
1988,Nokia,Nokia C1 5.45-Inch,35990,35991,1,4.5,44
1989,Apple,Apple Iphone 7 Plu,175000,35991,1,4.5,44
1990,Samsung,Samsung Galaxy S7 ,95000,35991,1,4.5,44
1991,Itel,"Itel A14 4"" Screen",20990,22000,5,3.7,109
1992,Tecno,Tecno POP 2F ( B1g,32850,35000,6,4.3,58
1993,Bontel,Bontel HONEY 1.54 ,11300,35000,6,3.4,5
1994,Tecno,Tecno POP 2F 5.5-I,32500,38000,14,4.2,50
1995,UMIDIGI,UMIDIGI BISON X10 ,84900,139000,39,3,5
1996,Bontel,Bontel L400 Featur,5250,55005,5,4.4,24
1997,Apple,Apple Renewed ipro,54000,80000,33,4.4,24
1998,Nokia,Nokia 5310 XpressM,22990,24000,4,4,5
1999,Itel,Itel A58 6.6-Inch ,39300,445000,91,4,5
2000,Samsung,Samsung Galaxy A12,91100,110000,17,4,5
2001,HTC,HTC HTC -Android S,29799,89999,67,4,5
2002,Bontel,Bontel 106-1.77 In,5500,89999,67,4.1,103
2003,Nokia,Nokia 1110i 1100 C,5000,98004,49,3.6,14
2004,Itel,Itel 2160 Wireless,6200,75001,17,4.8,10
2005,Tecno,Tecno Camon 17 (CG,89990,95000,5,4.3,24
2006,Samsung,Samsung GALAXY NOT,529600,600000,12,5,5
2007,Apple,Apple Refurbished ,83000,140000,41,5,5
2008,Imose,Imose Waka Is,7500,140000,41,5,5
2009,Imose,Imose Sabi 1 Dual ,5500,140000,41,5,5
2010,Imose,Imose Sabi II Dual,8500,140000,41,5,5
2011,Bontel,Bontel L1-Super Sl,10500,12398,15,4,20
2012,Bontel,Bontel TV Touch- 3,11900,15200,22,4,248
2013,Imose,Imose Padi+,7500,15200,22,5,5
2014,Huawei,Huawei GSM SIM Car,12000,20000,40,5,5
2015,Bontel,Bontel L2-Slim Met,11000,13700,20,3.9,39
2016,Flip,Flip Mobile Phone ,19900,28900,31,4,5
2017,Siccoo,Siccoo M1- BT Dial,9450,12500,24,3.7,5
2018,Bontel,Bontel 7000+-1.77 ,8000,11500,30,4.1,12
2019,Tecno,"Tecno Spark 8C,(KG",66999,75000,11,4.1,12
2020,Tecno,Tecno Pop5 Pro( BD,55300,65000,15,4.1,12
2021,Tecno,Tecno T301 Dual Si,7500,85001,12,4.1,12
2022,XIAOMI,"XIAOMI Redmi 10, 6",120000,85001,12,5,5
2023,Itel,Itel PrimeTab 1 (W,41999,50000,16,3.7,5
2024,Nokia,Nokia 6300 (2020) ,8400,18500,55,3.7,5
2025,Bontel,Bontel L1-Super Sl,10500,12398,15,4,20
2026,Infinix,Infinix Smart HD 2,38990,62890,38,4,20
2027,Oppo,Oppo A83 64GB + 4G,36999,60000,38,4,20
2028,Nokia,Nokia C5-03 3.2-in,13000,22800,43,3.9,12
2029,Nokia,"Nokia G20, 6.5"" HD",90000,22800,43,4,5
2030,Itel,Itel 2163 Wireless,5850,70001,16,4,5
2031,Nokia,Nokia 2720 Phone 2,14780,24000,38,2.5,5
2032,Tecno,Tecno Camon 17 (CG,108000,130000,17,4.7,11
2033,XIAOMI,XIAOMI Redmi Note ,175000,200000,13,4.7,11
2034,Infinix,Infinix Hot 11 Pla,76990,90000,14,4.7,11
2035,Oppo,Oppo A16K Midnight,86900,99900,13,4.7,11
2036,Nokia,Nokia C1 5.45-Inch,35990,35991,1,4.5,44
2037,Apple,Apple Iphone 7 Plu,175000,35991,1,4.5,44
2038,Samsung,Samsung Galaxy S7 ,95000,35991,1,4.5,44
2039,Itel,"Itel A14 4"" Screen",20990,22000,5,3.7,109
2040,Bontel,Bontel HONEY 1.54 ,11300,22000,5,3.4,5
2041,Tecno,Tecno POP 2F ( B1g,32850,35000,6,4.3,58
2042,Tecno,Tecno POP 2F 5.5-I,32500,38000,14,4.2,50
2043,UMIDIGI,UMIDIGI BISON X10 ,84900,139000,39,3,5
2044,Bontel,Bontel L400 Featur,5250,55005,5,4.4,24
2045,Apple,Apple Renewed ipro,54000,80000,33,4.4,24
2046,Nokia,Nokia 5310 XpressM,22990,24000,4,4,5
2047,Itel,Itel A58 6.6-Inch ,39300,445000,91,4,5
2048,Samsung,Samsung Galaxy A12,91100,110000,17,4,5
2049,HTC,HTC HTC -Android S,29799,89999,67,4,5
2050,Bontel,Bontel 106-1.77 In,5500,89999,67,4.1,103
2051,Nokia,Nokia 1110i 1100 C,5000,98004,49,3.6,14
2052,Itel,Itel 2160 Wireless,6200,75001,17,4.8,10
2053,Tecno,Tecno Camon 17 (CG,89990,95000,5,4.3,24
2054,Samsung,Samsung GALAXY NOT,529600,600000,12,5,5
2055,Apple,Apple Refurbished ,83000,140000,41,5,5
2056,Imose,Imose Waka Is,7500,140000,41,5,5
2057,Imose,Imose Sabi 1 Dual ,5500,140000,41,5,5
2058,Bontel,Bontel L1-Super Sl,10500,12398,15,4,20
2059,Imose,Imose Sabi II Dual,8500,12398,15,4,20
2060,Bontel,Bontel TV Touch- 3,11900,15200,22,4,248
2061,Imose,Imose Padi+,7500,15200,22,5,5
2062,Huawei,Huawei GSM SIM Car,12000,20000,40,5,5
2063,Bontel,Bontel L2-Slim Met,11000,13700,20,3.9,39
2064,Bontel,Bontel 7000+-1.77 ,8000,11500,30,4.1,12
2065,Flip,Flip Mobile Phone ,19900,28900,31,4,5
2066,Siccoo,Siccoo M1- BT Dial,9450,12500,24,3.7,5
2067,Tecno,"Tecno Spark 8C,(KG",66999,75000,11,3.7,5
2068,Tecno,Tecno Pop5 Pro( BD,55300,65000,15,3.7,5
2069,Tecno,Tecno T301 Dual Si,7500,85001,12,3.7,5
2070,Itel,Itel PrimeTab 1 (W,41999,50000,16,3.7,5
2071,XIAOMI,"XIAOMI Redmi 10, 6",120000,50000,16,5,5
2072,Bontel,Bontel L1-Super Sl,10500,12398,15,4,20
2073,Nokia,Nokia 6300 (2020) ,8400,18500,55,4,20
2074,Infinix,Infinix Smart HD 2,38990,62890,38,4,20
2075,Oppo,Oppo A83 64GB + 4G,36999,60000,38,4,20
2076,Nokia,"Nokia G20, 6.5"" HD",90000,60000,38,4,5
2077,Nokia,Nokia C5-03 3.2-in,13000,22800,43,3.9,12
2078,Itel,Itel 2163 Wireless,5850,70001,16,3.9,12
2079,Nokia,Nokia 2720 Phone 2,14780,24000,38,2.5,5
2080,Tecno,Tecno Camon 17 (CG,108000,130000,17,4.7,11
2081,XIAOMI,XIAOMI Redmi Note ,175000,200000,13,4.7,11
2082,Infinix,Infinix Hot 11 Pla,76990,90000,14,4.7,11
2083,Oppo,Oppo A16K Midnight,86900,99900,13,4.7,11
2084,Nokia,Nokia C1 5.45-Inch,35990,35991,1,4.5,44
2085,Apple,Apple Iphone 7 Plu,175000,35991,1,4.5,44
2086,Samsung,Samsung Galaxy S7 ,95000,35991,1,4.5,44
2087,Itel,"Itel A14 4"" Screen",20990,22000,5,3.7,109
2088,Bontel,Bontel HONEY 1.54 ,11300,22000,5,3.4,5
2089,Tecno,Tecno POP 2F ( B1g,32850,35000,6,4.3,58
2090,Tecno,Tecno POP 2F 5.5-I,32500,38000,14,4.2,50
2091,UMIDIGI,UMIDIGI BISON X10 ,84900,139000,39,3,5
2092,Bontel,Bontel L400 Featur,5250,55005,5,4.4,24
2093,Apple,Apple Renewed ipro,54000,80000,33,4.4,24
2094,Nokia,Nokia 5310 XpressM,22990,24000,4,4,5
2095,Itel,Itel A58 6.6-Inch ,39300,445000,91,4,5
2096,Samsung,Samsung Galaxy A12,91100,110000,17,4,5
2097,HTC,HTC HTC -Android S,29799,89999,67,4,5
2098,Bontel,Bontel 106-1.77 In,5500,89999,67,4.1,103
2099,Nokia,Nokia 1110i 1100 C,5000,98004,49,3.6,14
2100,Itel,Itel 2160 Wireless,6200,75001,17,4.8,10
2101,Tecno,Tecno Camon 17 (CG,89990,95000,5,4.3,24
2102,Samsung,Samsung GALAXY NOT,529600,600000,12,5,5
2103,Apple,Apple Refurbished ,83000,140000,41,5,5
2104,Imose,Imose Waka Is,7500,140000,41,5,5
2105,Imose,Imose Sabi 1 Dual ,5500,140000,41,5,5
2106,Bontel,Bontel L1-Super Sl,10500,12398,15,4,20
2107,Imose,Imose Sabi II Dual,8500,12398,15,4,20
2108,Bontel,Bontel TV Touch- 3,11900,15200,22,4,248
2109,Imose,Imose Padi+,7500,15200,22,5,5
2110,Huawei,Huawei GSM SIM Car,12000,20000,40,5,5
2111,Bontel,Bontel L2-Slim Met,11000,13700,20,3.9,39
2112,Nokia,Nokia 105 - Dual S,5990,19200,69,3.9,39
2113,Nokia,Nokia 2610 Mobile ,4300,85004,49,4,5
2114,Samsung,Samsung Galaxy S7 ,85000,150000,43,2,5
2115,Apple,Apple IPHONE 12  (,459900,675000,32,2,5
2116,Itel,"Itel S17, 6.6HD Wa",43700,50000,13,4,5
2117,Samsung,Samsung Galaxy Not,140999,250000,44,5,5
2118,Samsung,Samsung Galaxy Not,275000,350000,21,3.5,5
2119,Infinix,Infinix Hot 10i (P,55990,95990,42,3.5,5
2120,Blackview,Blackview A70Pro S,53550,72500,26,3.5,5
2121,Infocus,"Infocus Power 2, 2",6500,90002,28,3.5,5
2122,Nokia,Nokia 210 GSM 2.4',14700,19700,25,3.5,5
2123,Gionee,Gionee S11 Lite 5.,32890,45990,28,3.5,5
2124,Huawei,Huawei P8 GRA 4G S,29999,42999,30,3.5,5
2125,Nokia,Nokia C5-00 3MP Ba,10800,19000,43,3.8,5
2126,Tecno,"Tecno T485,  2.8"" ",13999,15000,7,4.2,5
2127,Oppo,Oppo A53 Dual - An,95000,99900,5,4.2,5
2128,Tecno,Tecno Spark Go (20,58500,99900,5,4.2,5
2129,Nokia,Nokia 2730 Classic,10300,14500,29,4.2,5
2130,Tecno,Tecno POP 3 (BB2) ,36050,45000,20,4,97
2131,Nokia,Nokia 5800 SMARTPH,15700,21300,26,4,97
2132,Tecno,"Tecno Spark 8C,(KG",66500,75000,11,4,97
2133,Imose,Imose Sabi 1 Dual ,5500,75000,11,4,97
2134,Nokia,Nokia 105 - Dual S,5990,19200,69,4.5,5
2135,Nokia,Nokia 150 TA-1235D,16899,19500,13,5,5
2136,Apple,Apple Iphone 7 Plu,165000,19500,13,5,5
2137,Tecno,Tecno POP 5P (BD3),50500,55100,8,3.8,5
2138,Nokia,"Nokia 3310, Dual S",28000,34000,18,3.8,5
2139,XIAOMI,XIAOMI Redmi Note ,126280,156280,19,3.8,5
2140,Nokia,Nokia  105 DUAL SI,8890,10500,15,4,5
2141,Huawei,"Huawei Nova 9, 6.5",270000,10500,15,4,5
2142,Samsung,Samsung Galaxy Z F,1250000,15000,17,4,5
2143,Tecno,"Tecno T485, 2.8"" D",14199,15500,8,4.4,13
2144,Nokia,Nokia 5130 XpressM,8000,15294,48,3.3,15
2145,Tecno,Tecno Spark Go 202,58000,85000,32,3.3,15
2146,Samsung,Samsung Galaxy Not,140000,85000,32,4.5,5
2147,Bontel,Bontel 8000+ 1.77 ,6600,81001,19,3.9,57
2148,Apple,Apple Renewed ipro,54000,80000,33,3.9,57
2149,Nokia,Nokia 6120 Classic,8700,18800,54,3.9,57
2150,Apple,Apple Iphone XR 64,251000,18800,54,3.9,57
2151,Apple,Apple IPhone 11 6.,346000,18800,54,3.9,57
2152,Imose,Imose Padi+,7500,18800,54,5,5
2153,Imose,Imose Sabi 1 Dual ,5500,18800,54,5,5
2154,Imose,Imose Waka Is,7500,18800,54,5,5
2155,Bontel,Bontel TV Touch- 3,11900,15200,22,4,248
2156,Bontel,Bontel L2-Slim Met,11000,13700,20,3.9,39
2157,Huawei,Huawei GSM SIM Car,12000,20000,40,3.9,39
2158,Imose,Imose Sabi II Dual,8500,20000,40,3.9,39
2159,Bontel,Bontel L1-Super Sl,10500,12398,15,4,20
2160,Nokia,Nokia 105 - Dual S,5990,19200,69,4,20
2161,Nokia,Nokia 2610 Mobile ,4300,85004,49,4,5
2162,Apple,Apple IPHONE 12  (,459900,675000,32,4,5
2163,Samsung,Samsung Galaxy S7 ,85000,150000,43,2,5
2164,Itel,"Itel S17, 6.6HD Wa",43700,50000,13,4,5
2165,Samsung,Samsung Galaxy Not,140999,250000,44,5,5
2166,Samsung,Samsung Galaxy Not,275000,350000,21,3.5,5
2167,Infinix,Infinix Hot 10i (P,55990,95990,42,3.5,5
2168,Infocus,"Infocus Power 2, 2",6500,90002,28,3.5,5
2169,Blackview,Blackview A70Pro S,53550,72500,26,3.5,5
2170,Gionee,Gionee S11 Lite 5.,32890,45990,28,3.5,5
2171,Nokia,Nokia 210 GSM 2.4',14700,19700,25,3.5,5
2172,Huawei,Huawei P8 GRA 4G S,29999,42999,30,3.5,5
2173,Nokia,Nokia C5-00 3MP Ba,10800,19000,43,3.8,5
2174,Tecno,"Tecno T485,  2.8"" ",13999,15000,7,4.2,5
2175,Oppo,Oppo A53 Dual - An,95000,99900,5,4.2,5
2176,Tecno,Tecno Spark Go (20,58500,99900,5,4.2,5
2177,Nokia,Nokia 2730 Classic,10300,14500,29,4.2,5
2178,Tecno,Tecno POP 3 (BB2) ,36050,45000,20,4,97
2179,Nokia,Nokia 5800 SMARTPH,15700,21300,26,4,97
2180,Tecno,"Tecno Spark 8C,(KG",66500,75000,11,4,97
2181,Imose,Imose Sabi 1 Dual ,5500,75000,11,4,97
2182,Nokia,Nokia 105 - Dual S,5990,19200,69,4.5,5
2183,Nokia,Nokia 150 TA-1235D,16899,19500,13,5,5
2184,Apple,Apple Iphone 7 Plu,165000,19500,13,5,5
2185,Tecno,Tecno POP 5P (BD3),50500,55100,8,3.8,5
2186,XIAOMI,XIAOMI Redmi Note ,126280,156280,19,3.8,5
2187,Nokia,"Nokia 3310, Dual S",28000,34000,18,3.8,5
2188,Nokia,Nokia  105 DUAL SI,8890,10500,15,4,5
2189,Huawei,"Huawei Nova 9, 6.5",270000,10500,15,4,5
2190,Samsung,Samsung Galaxy Z F,1250000,15000,17,4,5
2191,Tecno,"Tecno T485, 2.8"" D",14199,15500,8,4.4,13
2192,Tecno,Tecno Spark Go 202,58000,85000,32,4.4,13
2193,Samsung,Samsung Galaxy Not,140000,85000,32,4.5,5
2194,Nokia,Nokia 5130 XpressM,8000,15294,48,3.3,15
2195,Bontel,Bontel 8000+ 1.77 ,6600,81001,19,3.9,57
2196,Apple,Apple Renewed ipro,54000,80000,33,3.9,57
2197,Nokia,Nokia 6120 Classic,8700,18800,54,3.9,57
2198,Apple,Apple Iphone XR 64,251000,18800,54,3.9,57
2199,Apple,Apple IPhone 11 6.,346000,18800,54,3.9,57
2200,Imose,Imose Padi+,7500,18800,54,5,5
2201,Imose,Imose Sabi 1 Dual ,5500,18800,54,5,5
2202,Imose,Imose Waka Is,7500,18800,54,5,5
2203,Bontel,Bontel TV Touch- 3,11900,15200,22,4,248
2204,Bontel,Bontel L2-Slim Met,11000,13700,20,3.9,39
2205,Huawei,Huawei GSM SIM Car,12000,20000,40,3.9,39
2206,Imose,Imose Sabi II Dual,8500,20000,40,3.9,39
2207,Bontel,Bontel L1-Super Sl,10500,12398,15,4,20
2208,Nokia,Nokia 105 - Dual S,5990,19200,69,4,20
2209,Nokia,Nokia 2610 Mobile ,4300,85004,49,4,5
2210,Samsung,Samsung Galaxy S7 ,85000,150000,43,2,5
2211,Apple,Apple IPHONE 12  (,459900,675000,32,2,5
2212,Itel,"Itel S17, 6.6HD Wa",43700,50000,13,4,5
2213,Samsung,Samsung Galaxy Not,140999,250000,44,5,5
2214,Samsung,Samsung Galaxy Not,275000,350000,21,3.5,5
2215,Infocus,"Infocus Power 2, 2",6500,90002,28,3.5,5
2216,Infinix,Infinix Hot 10i (P,55990,95990,42,3.5,5
2217,Blackview,Blackview A70Pro S,53550,72500,26,3.5,5
2218,Gionee,Gionee S11 Lite 5.,32890,45990,28,3.5,5
2219,Nokia,Nokia 210 GSM 2.4',14700,19700,25,3.5,5
2220,Huawei,Huawei P8 GRA 4G S,29999,42999,30,3.5,5
2221,Nokia,Nokia C5-00 3MP Ba,10800,19000,43,3.8,5
2222,Oppo,Oppo A53 Dual - An,95000,99900,5,3.8,5
2223,Tecno,"Tecno T485,  2.8"" ",13999,15000,7,4.2,5
2224,Tecno,Tecno Spark Go (20,58500,15000,7,4.2,5
2225,Nokia,Nokia 2730 Classic,10300,14500,29,4.2,5
2226,Tecno,Tecno POP 3 (BB2) ,36050,45000,20,4,97
2227,Nokia,Nokia 5800 SMARTPH,15700,21300,26,4,97
2228,Imose,Imose Sabi 1 Dual ,5500,21300,26,4,97
2229,Tecno,"Tecno Spark 8C,(KG",66500,75000,11,4,97
2230,Nokia,Nokia 105 - Dual S,5990,19200,69,4.5,5
2231,Nokia,Nokia 150 TA-1235D,16899,19500,13,5,5
2232,Apple,Apple Iphone 7 Plu,165000,19500,13,5,5
2233,Tecno,Tecno POP 5P (BD3),50500,55100,8,3.8,5
2234,Nokia,"Nokia 3310, Dual S",28000,34000,18,3.8,5
2235,XIAOMI,XIAOMI Redmi Note ,126280,156280,19,3.8,5
2236,Huawei,"Huawei Nova 9, 6.5",270000,156280,19,3.8,5
2237,Nokia,Nokia  105 DUAL SI,8890,10500,15,4,5
2238,Samsung,Samsung Galaxy Z F,1250000,15000,17,4,5
2239,Tecno,"Tecno T485, 2.8"" D",14199,15500,8,4.4,13
2240,Tecno,Tecno Spark Go 202,58000,85000,32,4.4,13
2241,Nokia,Nokia 5130 XpressM,8000,15294,48,3.3,15
2242,Samsung,Samsung Galaxy Not,140000,15294,48,4.5,5
